Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Are you observing a Teaching Fellow or a Partner Teacher?,Which cohort is this Fellow a member of?,Which cohort is this Partner Teacher a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 5 Partner Teacher ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
93,3/7/2017 15:31,3/7/2017 17:00,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488918666_58bf188a708526.89517106,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,108.30.232.143,-74.1785965,40.54529953,United States,Staten Island,NY,10312,1857,Teaching Fellow,Cohort 27,,50371,,K661,,,,,,,,7,,,,,,CTT/ICT,,,,,Math,02/14/0017,Developing,Developing,Developing,"Ms. Placencio has shown progress over the past few months. She works closely with a math coach and University Consultant. She is able to create a coherent lesson plan drected to all students in her class. Due to her lack of confidence she is unable to feel comfortable and confident delivering her lesson. During our consultatation meetings, Ms.Placencio and I have short and long term goals fo rher to achieve. Her primary goal is to further develop her knowledge in teaching mathematics. She has shown progress in this area. She is learning to create obtainable learning outcoms ad create differentiated learning activities to address the learning styles of her students and to pace her lessons to allow time to summarize what she has taught.  She is making good progress.",Developing,Developing,Developing,"Ms. Placencio feels that this area is her greatest challenge. She has expressed frustration because she sees minimal improvement with some of her students. She is very critical of hersef and always tries to make adjustments in her behavior management and even though she does not recognize improvement, she is making strides. She has collaborated with colleagues to design  and implement appropriate behavioral programs that are suitable for her students.",Developing,Developing,Developing,Ms.Placencio designs and implements activities to include all students. Her individual and group activities include differentiated activities to allow all students to feel successful.,Effective,Ms.Placencio is aware of her strengths and weaknesses and tries consistently to improve and seek assistance from administration and university consultant. She has made tremendous progress and continues to work hard.,Average,
94,3/7/2017 17:01,3/7/2017 17:41,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488924036_58bf2d84a89eb0.76548301,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,108.30.232.143,-74.1785965,40.54529953,United States,Staten Island,NY,10312,1857,Teaching Fellow,Cohort 27,,50403,,K662,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/14/2016,Developing+,Developing+,Developing+,"Ms. Publik is a wonderful asset to her department and school. She is compassionate, caring and demonstrates knowledge in areas of social studies and science. She is able to create an instructional leeson plan to address the academic and emotional needs of her students. She presents her lesson in an organized and well structured manner. She reaches her learning objectives and provides opportunities for students to practice what they learned. she adapts her lessons to fit the needs of her students.",Developing,Developing+,Developing+,,Developing,Developing,Developing+,Ms. Publik has no difficulty establishing herself as the teacher in the class. Her students are respecrful towards her and she has no difficulty setting behavior standards in her classroom. Students know what their role as a learner. Ms.Publik has learning activities that are interesting and engaging. Assessments are built into her activities and exit ticket.,Developing+,Ms. Publik is able to discuss her successes and challenges in her lessons and students. She is always willing to seek advice and strive to improve.,Average,
95,3/7/2017 17:41,3/7/2017 17:45,Partial,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488926491_58bf371bab5552.79073061,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,108.30.232.143,-74.1785965,40.54529953,United States,Staten Island,NY,10312,1857,Partner Teacher,,Cohort 5,50289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3/8/2017 10:07,3/8/2017 10:16,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488985608_58c01e08c93e65.46253661,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.37.151.25,-74.12169647,41.15230179,United States,Suffern,NY,10901,1714,Teaching Fellow,Cohort 27,,50002,,m528,,,,,,,,,8,,,,,CTT/ICT,,,,,Special Education,3/6/2017,Developing+,Developing+,Developing+,,Effective,Developing+,Effective,,Developing+,Developing+,Developing,,Effective,,Below Average,
97,3/8/2017 10:16,3/8/2017 10:31,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488986207_58c0205f58d841.56471079,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.37.151.25,-74.12169647,41.15230179,United States,Suffern,NY,10901,1714,Partner Teacher,,Cohort 5,,TCR210,x323,,,,,,,,,8,,,,,,,,,,English,3/2/2016,Highly Effective,Highly Effective,Effective+,,Effective+,Highly Effective,Highly Effective,,Effective,Effective+,Effective+,,Effective+,,Top 10%,
98,3/8/2017 10:36,3/8/2017 10:41,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488987369_58c024e9c291c8.38402261,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.37.151.25,-74.12169647,41.15230179,United States,Suffern,NY,10901,1714,Teaching Fellow,Cohort 27,,50019,,m161,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,3/3/2017,Developing+,Developing+,Effective,,Effective+,Effective+,Effective+,,Developing+,Effective,Effective,,Effective,,Average,
99,3/8/2017 10:41,3/8/2017 10:44,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1488987673_58c02619594873.46670146,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.37.151.25,-74.12169647,41.15230179,United States,Suffern,NY,10901,1714,Teaching Fellow,Cohort 27,,50860,,m514,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,3/3/2017,Effective+,Effective+,Effective+,,Effective+,Highly Effective,Highly Effective,,Effective,Effective+,Effective,,Effective+,,Top 10%,
100,3/8/2017 15:12,3/8/2017 15:24,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489003904_58c065800e36c9.44475108,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,108.29.154.14,-73.8184967,40.79460144,United States,Whitestone,NY,11357,1949,Teaching Fellow,Cohort 27,,50020,,30Q28,,,,,,,6,,,,,,,,,,,,English,2/8/2017,Highly Effective,Effective+,Effective+,Alaina is knowledgeable about the content and very willing to implement instructional strategies that will improve student engagement and learning.,Effective+,Effective+,Effective+,Alfina has set up effective classroom procedures that safeguard instructional time. She is very respectful of her students and is seen by them as a resource.,Effective,Effective+,Highly Effective,All components of her lessons are well coordinated. Activities are well timed and paced. She uses both formative ( pre unit assessment) and summative assessment to guide both planning and a certain level of differentiation.,Effective+,Alfina is able to reflect on her teaching and identify areas that need to be improved. She also asks for specific feedback and implements those suggestions she feels would improve student learning.,Top 10%,
101,3/8/2017 15:24,3/8/2017 15:35,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489004693_58c06895ccab13.17158943,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,108.29.154.14,-73.8184967,40.79460144,United States,Whitestone,NY,11357,1949,Teaching Fellow,Cohort 27,,50551,,30Q28,,,,,,,,,8,,,,,,,,,,English,2/8/2017,Effective,Effective,Effective,"Devin plans in a comprehensive way. More differentiation needs to be planned. In the area of writing, conferencing needs to be implemented in order to ensure student growth.",Effective,Effective,Developing+,During implementation of lessons Devin does not monitor closely enough distractions and off task befaviors thereby missing the opportunity to engage the majority of students in the production of more challenging work.,Developing+,Developing+,Developing+,"Although essential questions he presents are rigorous, the actual student work becomes low level. He does use organizers and rubrics to structure and assess student work.",Developing+,"Although very receptive of suggestions, Devin seldom implements those recommendations that deal with individualizing/differentiating.",Average,
102,3/8/2017 15:35,3/8/2017 15:45,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489005342_58c06b1e8dadb2.43741624,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,108.29.154.14,-73.8184967,40.79460144,United States,Whitestone,NY,11357,1949,Teaching Fellow,Cohort 27,,50206,,30Q28,,,,,,,,7,,,,,,,,,,,Math,2/8/2017,Effective,Developing+,Effective,Norman has learned to plan consistently and carefully. He is knowledgeable of the content and has established a very supportive relationship with the students. Norman is also learning to increase the rigor oh his lessons.,Effective,Effective,Effective,Students are very respectful of Norman. Procedures have been established and work well to maximize instructional time.,Effective,Effective,Effective,Norman asks both factual and inferential questions. He calls on volunteers as well as non-volunteers. He tends to use summative assessments more frequently than formative ones.,Effective,Norman welcomes feedback and implements some of the recommendations. He does not tend to reflect too closely on strategies he utilizes and their actual effectiveness.,Average,
103,3/8/2017 15:45,3/8/2017 16:00,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489005951_58c06d7f8c8ba5.79568479,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,108.29.154.14,-73.8184967,40.79460144,United States,Whitestone,NY,11357,1949,Teaching Fellow,Cohort 27,,50316,,26Q566,,,,,,,,,,9,,,,,,,,,Math,1/12/2017,Effective,Effective,Effective,"Kavita co-plans with a mentor teacher or adopts the mentor's plans. These are complete and coherent. She has,however, resisted any suggestion to make  examples more visible to students (not using any type of electronics) or to circulate while teaching. She seems to have preconceived ideas about what she should do as a teacher (present examples on the board) and will resist anything different.",Developing+,Developing,Developing,Students engage in extensive off task behaviors. Cavità address this in an inconsistent manner. She teaches the lesson for the limited number of student that remain attentive.,Effective,Developing,Developing,Kavita uses formative assessment almost exclusively. She incorporates factual and inferential questions. She does call on the majority of students during a lesson.,Ineffective,She blames the students for the lack of progress. She resists recommendations. Kavita has expressed that she does not think she will continue with the program. She stated she did not anticipate the hours of work needed to teach effectively.,Below Average,
104,3/8/2017 21:20,3/8/2017 21:29,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489026036_58c0bbf4addab6.74649957,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,184.153.55.185,-73.96089935,40.76940155,United States,New York,NY,10021,1722,Teaching Fellow,Cohort 27,,50700,,m299,,,,,,,,,,,10,,,CTT/ICT,,,,,English,2/2/2017,Developing,Developing,Developing,Sam still struggles will comprehensive standards based planning.  He often is not prepared with plans.,Developing,Developing,Developing,Sam is developing a positive realtionship with students.  They attend to lessons mostly taught by his cooperating teacher.,Developing,Developing,Ineffective,Students attend to lessons.  However lesson often do not challenge higher order thinking or critical analysis and instead are fact based.  There is little evidence of assessment based instruction,Developing,Sam takes suggestions however he does not seem to implement the basic preparation and planning needed for effective standards based teaching and learning,Below Average,
106,3/9/2017 9:41,3/9/2017 9:48,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489070484_58c16994ac6178.01853658,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 ","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",,69.114.53.59,-72.97579956,40.83140182,United States,Medford,NY,11763,1781,Teaching Fellow,Cohort 27,,50317,,Q258,,,,,,,,,,,10,,,,,,,N/A,English,3/1/2017,Effective+,Effective+,Effective,,Highly Effective,Effective+,Effective+,,Effective,Effective,Effective,,Developing+,,Above Average,
107,3/9/2017 9:48,3/9/2017 9:53,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489070932_58c16b54b992b5.56008550,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 ","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",,69.114.53.59,-72.97579956,40.83140182,United States,Medford,NY,11763,1781,Teaching Fellow,Cohort 27,,50565,,Q204,,,,,,,,,8,,,,,,Self-contained,,,,Special Education,3/1/2017,Developing+,Developing+,Developing+,,Effective,Effective+,Highly Effective,,Effective,Effective,Developing+,,Developing+,,Average,
108,3/9/2017 9:54,3/9/2017 9:58,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489071227_58c16c7bbdb796.40102950,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 ","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",,69.114.53.59,-72.97579956,40.83140182,United States,Medford,NY,11763,1781,Teaching Fellow,Cohort 27,,50949,,Q258,,,,,,,,,,,10,,,,,,,N/A,English,3/1/2017,Effective,Effective+,Effective+,,Effective+,Effective,Effective,,Effective+,Effective+,Effective,,Effective,,Above Average,
109,3/9/2017 9:58,3/9/2017 10:03,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489071484_58c16d7cd3c397.48137305,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 ","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",,69.114.53.59,-72.97579956,40.83140182,United States,Medford,NY,11763,1781,Teaching Fellow,Cohort 27,,50074,,Q157,,,,,,,,7,,,,,,,,,,N/A,English,2/2/2017,Effective,Effective,Effective,,Developing,Developing,Developing,,Effective,Effective,Effective,,Effective,,Average,
110,3/9/2017 16:36,3/9/2017 16:37,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489095357_58c1cabd200171.32163954,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,96.239.90.165,-73.8423996,40.72290039,United States,Forest Hills,NY,11375,1848,Teaching Fellow,Cohort 27,,50547,,29Q456,,,,,,,6,,,,,,,,Self-contained,,,,Special Education,3/3/2017,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Above Average,
111,3/9/2017 16:37,3/9/2017 16:39,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489095475_58c1cb33c8ed79.87867442,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,96.239.90.165,-73.8423996,40.72290039,United States,Forest Hills,NY,11375,1848,,,,,,25Q285,,,,,,,,,,,,,12,,,,,N/A,Math,3/3/2017,Effective,Developing+,Developing+,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,,Average,
112,3/9/2017 16:39,3/9/2017 16:40,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489095559_58c1cb87377723.22967934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,96.239.90.165,-73.8423996,40.72290039,United States,Forest Hills,NY,11375,1848,Teaching Fellow,Cohort 27,,50806,,24Q005,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,3/9/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing,Developing+,,Developing+,,Average,
113,3/9/2017 16:40,3/9/2017 16:43,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489095654_58c1cbe6238173.64934169,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,96.239.90.165,-73.8423996,40.72290039,United States,Forest Hills,NY,11375,1848,Teaching Fellow,Cohort 27,,50876,,30Q010,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/13/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
