Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
69,2/19/2017 8:28,2/19/2017 8:52,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487510883_58a99d633d9c44.50808003,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,50049,M328,,,,,,,,7,,,,,,,Self-contained,SETTS,,,Bilingual,02/14.2017,Effective,Effective,Developing+,"Sharon is quite capable of presenting a well planned lesson to her students.  However I noticed some gaps in the lesson planning with this particular lesson.  Recipes and newspapers were provided for students to 'shop' for food on a budget.  However, the items listed on some of the recipes were not readily available to purchase with the newspapers at hand.  Perhaps estimates whould have been provided for students,  who had little shopping experience firsthand.  There seemed to be some confusion for students as how to proceed when the items they were looking for did not exist in the flyers provided.",Effective,Effective,Effective,"Students are generally well behaved in Sharon's classroom,  with only an occasional behavioral issue.  She handles them well,  with high expectations for good behavior.s",Developing+,Developing+,Developing,"In this particular lesson, all students were engaged in the learning process.  Instruction needed to be monitored by an adult in order for all students to have accomplished complete undestanding of material presented. They seemed to understand the assigned project well,  but stumbled when trying to figure out the independent work.  I have not noticed this with Sharon's classes before,  but this was a fairly intricate process which needed to be clarified.",Effective,"Sharon formulated an accurate assessment for this lesson, and we discussed ways in which we could improve it in future planning.",Above Average,
70,2/19/2017 8:52,2/19/2017 9:08,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487512365_58a9a32d844b37.43330570,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,50070,M328,,,,,,,,7,,,,,,,Self-contained,SETTS,,,Special Education,2/14/2017,Effective,Developing+,Developing+,"Georgina is a competent teacher.  However,  this particular class observed is extremely difficult to control.  Their interest is virtually nil, and they are all set to fail in their second marking period.  During the period I observed,  students were put on notice and some participated.  The lesson's objective was not difficult, and Georgina guided them through it,  leading them to draw conclusions from the material presented.  But when asked to refer to previous instruction,  most students could not respond. Georgina patiently led them through the lesson in order to achieve a satisfactory explanation of material presented.",Developing+,Developing+,Developing+,"Georgina has set up standards of conduct which she expects all students to abide by.  However,  the school itself has little imposed structure, and this particular class is very difficult to work with,  even though high expectations are set by our Fellows.",Effective,Developing+,Developing+,"Georgina attempts to lead her students with higher order questioning.  She leads them effectively, in this particular lesson by referring them to photos discussed previously. All students are expected to participate.  Georgina's assessments place more responsibility on the student.  They are expected to work for a passing grade and be responsible for assignments missed.",Effective,Georgina's reflection has led her to conducting a more structured classroom.  I believe that she accurately implements the structure these students need in order to succeed.,Above Average,
71,2/19/2017 9:09,2/19/2017 9:21,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487513307_58a9a6dbe05d25.96414892,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,50172,M328,,,,,,,,7,,,,,,,Self-contained,SETTS,,,Special Education,2/14/2017,Developing+,Developing,Developing,This observation did not serve Edwin well.  Students were expected to work independently on computers in individual assignments.  The class I observed is difficult to control in general and took an inordinate amount of time to get settled in order to work.  Edwin needed tomonitor each student to be sure that they followed initial directions about their projects in addition to giving help where needed.  We discussed having students proceed on the same asignment in order to establish a routine which can be followed in subsequent lesson planning which would allow for independent study.,Developing,Developing,Ineffective,"As stated before,  student behavior for this particular class is not conducive to individual instruction.  Students are yelling, fighting, going into closets belonging to teachers and taking things while Edwin is trying to work with them individually.  Unfortunately mayhem reigned during this period.",Developing+,Ineffective,Developing,"I have observed Edwin with this class before in a different format.  In general,  he presents material and is good with individual follow up,  working with students and providing higher order questioning techniques.  I look forward to working with him again in a self contained, structured classroom.",Developing,"Edwin is aware of the difficulty he had in this lesson.  Generally he does well with this group,  guiding them to a successful experience with material presented.",Above Average,
72,2/19/2017 9:22,2/19/2017 9:33,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487514131_58a9aa13b526e5.81394368,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,51084,M328,,,,,,,,,8,,,,,,Self-contained,SETTS,,,Special Education,2/15/2017,Developing+,Developing+,Developing,"In general,  Fiorella is assigned to teach Earth Science.  Her instruction is adequate, and she has tried to implement some videos to hold interest,  but perhaps lacks global experience to expand on her lessons with creative lessons.  Students spend much time in making charts and filling in information.  We are working on adding creative and interesting presentations in order for students to recall material from previous lessons and make inferences about new material presented.",Developing,Developing+,Developing,"In general,  Fiorella's students' behavior has improved.  However, much of the time is spent with one or two students distracting the class with poor behavior.  This has become commonplace.  We are working on making students accountable for good behavior as well as their studies.",Developing,Developing+,Developing,"Fiorella states that she tests students every two weeks.  Her lessons consist mostly of a quick review of previous material,  a small amount of new material,  and a writing/copying of charts presented.  We are working on more creative approaches to Fiorella's lessons as well as engaging students in a more productive manner.  In general,  behavior has markedly improved with this class, so perhaps Fiorella can move on more creatively.",Developing,We will continue to discuss ways to present lessons in a more creative and interesting manner.,Average,
73,2/19/2017 9:34,2/19/2017 9:34,Partial,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487514840_58a9acd8ea6207.35388571,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,50172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/19/2017 9:37,2/19/2017 9:47,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1487515043_58a9ada39fe8f8.69332632,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,104.162.211.237,-73.99330139,40.76050186,United States,New York,NY,10036,1785,Cohort 27,50172,M324,,,,,,,6,7,,,,,,,Self-contained,SETTS,,,Special Education,2/15/2017,Effective,Effective+,Effective+,"Allison is a wonderful teacher. Working with intelectually challenged students is her forte.  Her students work hard and are expected to produce quality work,  her instruction covers review material and integrates literature with science as well as other disciplines,  and she is well prepared to convey complete, well planned lessons to her students.",Effective,Effective+,Effective+,There are few discipline issues in Allison's classroom.  She sets high expectations for her students and achieves total respect.,Effective,Effective,Effective,Assessment is done daily in the review of previous lessons taught and written work produced.  Students are engaged in projects for further assesment in a long term plan.,Effective+,Allison is an innately gifted teacher. She plans her lessons in order to achieve a desired understanding and modifies instruction accordingly on a daily basis.,Top 10%,
78,2/26/2017 14:24,2/26/2017 14:29,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488137045_58b32b553b06b5.76749618,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,108.29.52.137,-73.58139801,40.75699997,United States,Westbury,NY,11590,2076,Cohort 27,50569,Q285,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,2/2/2017,Effective+,Effective+,Effective+,,Effective,Effective+,Effective+,,Effective,Effective+,Effective,,Effective+,,Above Average,
80,2/28/2017 9:13,2/28/2017 9:36,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488291217_58b58591a2c087.00322075,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,98.109.23.83,-74.34629822,40.65340042,United States,Westfield,NJ,7090,2071,Cohort 27,51121,02M413,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,2/7/2017,Effective+,Effective,Effective+,Rachelle and her co-teacher demonstrated knowledge of content and pedagogy. Rachelle designed coherent instruction following the TC model for Reader's Workshop and students had clear guidelines and expectations of the desired instructional outcome.,Effective+,Effective,Effective,Rachelle and her co-teacher have established effective classroom routines and procedures. The students know what is expected of them. Rachelle has helped create a culture of learning and an environment of respect.,Effective+,Effective,Effective,The learning objective for this lesson was SWBAT talk in book clubs to grow ideas about how characters cope and respond to social issues. Students worked in their book clubs that were on their reading level. All of the work and assessments were differentiated based on the students' needs and academic levels. Rachelle's instruction used questioning and informal assessment. Students were aware of the assessment criteria by referencing their rubrics in their notebooks.,Highly Effective,Rachelle is a highly reflective educator and dedicated professional. She is open to feedback and it is evident in her classroom instruction that she transfers advice and suggesetions into her teaching practices.,Top 10%,
81,2/28/2017 9:42,2/28/2017 10:32,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488292878_58b58c0e54e7d3.94113749,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,98.109.23.83,-74.34629822,40.65340042,United States,Westfield,NJ,7090,2071,Cohort 27,50668,02M534,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,2/7/2017,Effective,Developing+,Developing+,"Milyoung and her co-teacher demonstrated knowledge of both content and pedagogy in their 11th grade Statistics class. The instruction was coherent and had structure, but the instrutional activities only represented moderate rigor and little differentiation was observed.",Effective,Developing,Developing+,Milyoung and her teaching partner have established classroom procedures and routines and they are working on implementing them on a consistent basis. There is progress being made in this domain since the previous semester. Milyoung reviewed the importance of goal-setting for her students and focuses on the importance of hard work in the classroom.,Developing+,Developing,Developing+,Milyoung presents material in a cear way and explained the notion of unrepresented samples in a manner that students could grasp and understand. Milyoung needs to focus on developing her higher-order questioning to promote student thinking and understanding during teaher-directed instruction and group work time.,Effective+,Milyoung continues to be a dedicated professional who is open to feedback. It is evident in her classroo instruction and management that she truly values advice and suggestions and she transfers them into her classroom practices.,Average,
82,2/28/2017 9:55,2/28/2017 10:01,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488293708_58b58f4c6950e1.60912092,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50147,X267,,,,,,,,7,,,,,,,,SETTS,,,Special Education,2/27/2017,Developing,Developing,Developing,,Developing+,Developing,Developing,,N/A,Developing+,Developing+,,Effective,,Average,
84,2/28/2017 10:36,2/28/2017 11:04,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488296200_58b5990813e7d2.95313041,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,98.109.23.83,-74.34629822,40.65340042,United States,Westfield,NJ,7090,2071,Cohort 27,51126,01M292,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,2/14/2017,Effective+,Developing+,Effective,Mr. Spear and his co-teacher demonstrated strong knowledge of content and pedagogy in their 11th grade Chemistry class. The instruction was coherent and outcomes represented moderately high expectations and rigor.,Effective,Developing+,Developing+,"Mr. Spear has made progress in the arena of classroom management. Some instructional time was lost due to addressing students' behaviors, but there is clear improvement in this domain from the previous semester. Mr. Spear is more consistent on implementing his classroom procedures and management systems.",Effective,Effective,Developing,Mr. Spear's instruction was engaging and promoted student learning. There was use of higher-order questioning that promoted student thinking and learning. The guided practice activities for students was challenging and engaging. Mr. Spear needs to improve the use of assessment in his lesson plans. Assessment is used sporadically and students only seem partially aware of the assessment criteria. There is no evidence of students self-assessing and monitoring their progress.,Effective+,"Mr. Spear is a reflective educator and is dedicated to improving his craft. He makes accurate assessments of a lesson's effectiveness and he is open to feedback, as well.",Average,
85,2/28/2017 15:23,2/28/2017 15:41,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1488313409_58b5dc41022bf4.42363716,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2",,72.69.97.149,-73.83630371,40.65790176,United States,Howard Beach,NY,11414,2073,Cohort 27,50210,Q226,,,,,,,6,,,,,,,CTT/ICT,,,,,Special Education,2/7/2017,Effective,Effective,Effective,"1a) Ms. Maynard displays solid knowledge of the important concepts in the discipline and how these relate to one another. She demonstrates accurate understanding of prerequisite relationships among topics. Ms. Maynard's plans and practice reflect familiarity with a wide range of effective pedagogical approaches in the subject.  Ms. Maynard collaboratively planned this lesson with a colleague who has strong content knowledge. 1c) Most outcomes represent rigorous and important learning in the discipline and are clear, are written in the form of student learning, and suggest viable methods of assessment. Outcomes reflect several different types of learning and opportunities for coordination, and they are differentiated, in whatever way is needed, for different groups of students.  Ms. Maynard's plans include student choice which required students to increase their independence. 1d) Most of the learning activities are aligned with the instructional outcomes and follow an organized progression suitable to groups of students. The learning activities have reasonable time allocations; they represent significant cognitive challenge, with some differentiation for different groups of students and varied use of instructional groups. By incorporating the video component Ms. Maynard provided support access to the lesson's objectives.",Effective,Effective,Effective,"2b)) Student behavior is generally appropriate. Ms. Maynard monitors student behavior against established standards of conduct. Her response to student misbehavior is consistent, proportionate, and respectful to students and is effective.  Ms. Maynard uses verbal and non-verbal cues, such as background music, to signal transitions during the lesson.   2c) There is little loss of instructional time due to effective classroom routines and procedures. The Ms. Maynard's management of instructional groups and transitions, or handling of materials and supplies, or both, are consistently successful. With minimal guidance and prompting, students follow established classroom routines, and volunteers and paraprofessionals contribute to the class.  Ms. Maynard has effectively incorporated the use of a timer to help her students keep on task. 2d) Student behavior is generally appropriate. Ms. Maynard monitors student behavior against established standards of conduct. Her response to student misbehavior is consistent, proportionate, and respectful to students and is effective.  Ms. Maynard uses verbal and no-verbal cues to signal transitions",Developing+,Effective,Developing+,"3b) While the Ms. Maynard may use some low-level questions, she poses questions designed to promote student thinking and understanding. Ms. Maynard creates a genuine discussion among students, providing adequate time for students to respond and stepping aside when doing so is appropriate. She challenges students to justify their thinking and successfully engages most students in the discussion, employing a range of strategies to ensure that most students are heard.     3c) The learning tasks and activities are fully aligned with the instructional outcomes and are designed to challenge student thinking, inviting students to make their thinking visible. This technique results in active intellectual engagement by most students with important and challenging content, and with teacher scaffolding to support that engagement. The groupings of students are suitable to the activities. The lesson has a clearly defined structure, and the pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.  Ms. Maynard included real life experiences which made the content and assignments relevant to the students.  3d) Students appear to be aware of the assessment criteria, and the teacher monitors student learning for groups of students. Questions and assessments are regularly used to diagnose evidence of learning. Ms. Maynard's feedback to groups of students is accurate and specific; some students engage in self-assessment.  Ms. Maynard incorporated multiple types of assessment such as thumbs up, thumbs down and specifically stopping video to check on student understanding through their restating facts before continuing with the lesson.",Effective,4a) Ms. Maynard makes an accurate assessment of a lesson's effectiveness and the extent to which it achieved its instructional outcomes and can cite general references to support the judgment. She makes a few specific suggestions of what could be tried another time the lesson is taught.,Average,
